name,state,party,birthplace,congress,start_date,end_date,born_in_state
Roger Jepsen,Iowa,Republican,Iowa,98,1983-01-03,1985-01-02,TRUE
Roger Jepsen,Iowa,Republican,Iowa,97,1981-01-03,1983-01-02,TRUE
Roger Jepsen,Iowa,Republican,Iowa,96,1979-01-03,1981-01-02,TRUE
Roger Marshall,Kansas,Republican,Kansas,117,2021-01-03,NA,TRUE
Roger Wicker,Mississippi,Republican,Mississippi,117,2021-01-03,NA,TRUE
Roger Wicker,Mississippi,Republican,Mississippi,116,2019-01-03,2021-01-02,TRUE
Roger Wicker,Mississippi,Republican,Mississippi,115,2017-01-03,2019-01-02,TRUE
Roger Wicker,Mississippi,Republican,Mississippi,114,2015-01-03,2017-01-02,TRUE
Roger Wicker,Mississippi,Republican,Mississippi,113,2013-01-03,2015-01-02,TRUE
Roger Wicker,Mississippi,Republican,Mississippi,112,2011-01-03,2013-01-02,TRUE
Roger Wicker,Mississippi,Republican,Mississippi,111,2009-01-03,2011-01-02,TRUE
Roman Hruska,Nebraska,Republican,Nebraska,94,1975-01-03,1977-01-02,TRUE
Roman Hruska,Nebraska,Republican,Nebraska,93,1973-01-03,1975-01-02,TRUE
Roman Hruska,Nebraska,Republican,Nebraska,92,1971-01-03,1973-01-02,TRUE
Roman Hruska,Nebraska,Republican,Nebraska,91,1969-01-03,1971-01-02,TRUE
Roman Hruska,Nebraska,Republican,Nebraska,90,1967-01-03,1969-01-02,TRUE
Roman Hruska,Nebraska,Republican,Nebraska,89,1965-01-03,1967-01-02,TRUE
Roman Hruska,Nebraska,Republican,Nebraska,88,1963-01-03,1965-01-02,TRUE
Roman Hruska,Nebraska,Republican,Nebraska,87,1961-01-03,1963-01-02,TRUE
Roman Hruska,Nebraska,Republican,Nebraska,86,1959-01-03,1961-01-02,TRUE
Ron Johnson,Wisconsin,Republican,Minnesota,117,2021-01-03,NA,FALSE
Ron Johnson,Wisconsin,Republican,Minnesota,116,2019-01-03,2021-01-02,FALSE
Ron Johnson,Wisconsin,Republican,Minnesota,115,2017-01-03,2019-01-02,FALSE
Ron Johnson,Wisconsin,Republican,Minnesota,114,2015-01-03,2017-01-02,FALSE
Ron Johnson,Wisconsin,Republican,Minnesota,113,2013-01-03,2015-01-02,FALSE
Ron Johnson,Wisconsin,Republican,Minnesota,112,2011-01-03,2013-01-02,FALSE
Ron Wyden,Oregon,Democratic,Kansas,117,2021-01-03,NA,FALSE
Ron Wyden,Oregon,Democratic,Kansas,116,2019-01-03,2021-01-02,FALSE
Ron Wyden,Oregon,Democratic,Kansas,115,2017-01-03,2019-01-02,FALSE
Ron Wyden,Oregon,Democratic,Kansas,114,2015-01-03,2017-01-02,FALSE
Ron Wyden,Oregon,Democratic,Kansas,113,2013-01-03,2015-01-02,FALSE
Ron Wyden,Oregon,Democratic,Kansas,112,2011-01-03,2013-01-02,FALSE
Ron Wyden,Oregon,Democratic,Kansas,111,2009-01-03,2011-01-02,FALSE
Ron Wyden,Oregon,Democratic,Kansas,110,2007-01-03,2009-01-02,FALSE
Ron Wyden,Oregon,Democratic,Kansas,109,2005-01-03,2007-01-02,FALSE
Ron Wyden,Oregon,Democratic,Kansas,108,2003-01-03,2005-01-02,FALSE
Ron Wyden,Oregon,Democratic,Kansas,107,2001-01-03,2003-01-02,FALSE
Ron Wyden,Oregon,Democratic,Kansas,106,1999-01-03,2001-01-02,FALSE
Ron Wyden,Oregon,Democratic,Kansas,105,1997-01-03,1999-01-02,FALSE
Ross Bass,Tennessee,Democratic,Tennessee,89,1965-01-03,1967-01-02,TRUE
Roy Blunt,Missouri,Republican,Missouri,117,2021-01-03,NA,TRUE
Roy Blunt,Missouri,Republican,Missouri,116,2019-01-03,2021-01-02,TRUE
Roy Blunt,Missouri,Republican,Missouri,115,2017-01-03,2019-01-02,TRUE
Roy Blunt,Missouri,Republican,Missouri,114,2015-01-03,2017-01-02,TRUE
Roy Blunt,Missouri,Republican,Missouri,113,2013-01-03,2015-01-02,TRUE
Roy Blunt,Missouri,Republican,Missouri,112,2011-01-03,2013-01-02,TRUE
Russ Feingold,Wisconsin,Democratic,Wisconsin,111,2009-01-03,2011-01-02,TRUE
Russ Feingold,Wisconsin,Democratic,Wisconsin,110,2007-01-03,2009-01-02,TRUE
Russ Feingold,Wisconsin,Democratic,Wisconsin,109,2005-01-03,2007-01-02,TRUE
Russ Feingold,Wisconsin,Democratic,Wisconsin,108,2003-01-03,2005-01-02,TRUE
Russ Feingold,Wisconsin,Democratic,Wisconsin,107,2001-01-03,2003-01-02,TRUE
Russ Feingold,Wisconsin,Democratic,Wisconsin,106,1999-01-03,2001-01-02,TRUE
Russ Feingold,Wisconsin,Democratic,Wisconsin,105,1997-01-03,1999-01-02,TRUE
Russ Feingold,Wisconsin,Democratic,Wisconsin,104,1995-01-03,1997-01-02,TRUE
Russ Feingold,Wisconsin,Democratic,Wisconsin,103,1993-01-03,1995-01-02,TRUE
Russell B. Long,Louisiana,Democratic,Louisiana,99,1985-01-03,1987-01-02,TRUE
Russell B. Long,Louisiana,Democratic,Louisiana,98,1983-01-03,1985-01-02,TRUE
Russell B. Long,Louisiana,Democratic,Louisiana,97,1981-01-03,1983-01-02,TRUE
Russell B. Long,Louisiana,Democratic,Louisiana,96,1979-01-03,1981-01-02,TRUE
Russell B. Long,Louisiana,Democratic,Louisiana,95,1977-01-03,1979-01-02,TRUE
Russell B. Long,Louisiana,Democratic,Louisiana,94,1975-01-03,1977-01-02,TRUE
Russell B. Long,Louisiana,Democratic,Louisiana,93,1973-01-03,1975-01-02,TRUE
Russell B. Long,Louisiana,Democratic,Louisiana,92,1971-01-03,1973-01-02,TRUE
Russell B. Long,Louisiana,Democratic,Louisiana,91,1969-01-03,1971-01-02,TRUE
Russell B. Long,Louisiana,Democratic,Louisiana,90,1967-01-03,1969-01-02,TRUE
Russell B. Long,Louisiana,Democratic,Louisiana,89,1965-01-03,1967-01-02,TRUE
Russell B. Long,Louisiana,Democratic,Louisiana,88,1963-01-03,1965-01-02,TRUE
Russell B. Long,Louisiana,Democratic,Louisiana,87,1961-01-03,1963-01-02,TRUE
Russell B. Long,Louisiana,Democratic,Louisiana,86,1959-01-03,1961-01-02,TRUE
S. I. Hayakawa,California,Republican,Canada,97,1981-01-03,1983-01-02,FALSE
S. I. Hayakawa,California,Republican,Canada,96,1979-01-03,1981-01-02,FALSE
S. I. Hayakawa,California,Republican,Canada,95,1977-01-03,1979-01-02,FALSE
Sam Brownback,Kansas,Republican,Kansas,111,2009-01-03,2011-01-02,TRUE
Sam Brownback,Kansas,Republican,Kansas,110,2007-01-03,2009-01-02,TRUE
Sam Brownback,Kansas,Republican,Kansas,109,2005-01-03,2007-01-02,TRUE
Sam Brownback,Kansas,Republican,Kansas,108,2003-01-03,2005-01-02,TRUE
Sam Brownback,Kansas,Republican,Kansas,107,2001-01-03,2003-01-02,TRUE
Sam Brownback,Kansas,Republican,Kansas,106,1999-01-03,2001-01-02,TRUE
Sam Brownback,Kansas,Republican,Kansas,105,1997-01-03,1999-01-02,TRUE
Sam Ervin,North Carolina,Democratic,North Carolina,93,1973-01-03,1975-01-02,TRUE
Sam Ervin,North Carolina,Democratic,North Carolina,92,1971-01-03,1973-01-02,TRUE
Sam Ervin,North Carolina,Democratic,North Carolina,91,1969-01-03,1971-01-02,TRUE
Sam Ervin,North Carolina,Democratic,North Carolina,90,1967-01-03,1969-01-02,TRUE
Sam Ervin,North Carolina,Democratic,North Carolina,89,1965-01-03,1967-01-02,TRUE
Sam Ervin,North Carolina,Democratic,North Carolina,88,1963-01-03,1965-01-02,TRUE
Sam Ervin,North Carolina,Democratic,North Carolina,87,1961-01-03,1963-01-02,TRUE
Sam Ervin,North Carolina,Democratic,North Carolina,86,1959-01-03,1961-01-02,TRUE
Sam Nunn,Georgia,Democratic,Georgia,104,1995-01-03,1997-01-02,TRUE
Sam Nunn,Georgia,Democratic,Georgia,103,1993-01-03,1995-01-02,TRUE
Sam Nunn,Georgia,Democratic,Georgia,102,1991-01-03,1993-01-02,TRUE
Sam Nunn,Georgia,Democratic,Georgia,101,1989-01-03,1991-01-02,TRUE
Sam Nunn,Georgia,Democratic,Georgia,100,1987-01-03,1989-01-02,TRUE
Sam Nunn,Georgia,Democratic,Georgia,99,1985-01-03,1987-01-02,TRUE
Sam Nunn,Georgia,Democratic,Georgia,98,1983-01-03,1985-01-02,TRUE
Sam Nunn,Georgia,Democratic,Georgia,97,1981-01-03,1983-01-02,TRUE
Sam Nunn,Georgia,Democratic,Georgia,96,1979-01-03,1981-01-02,TRUE
Sam Nunn,Georgia,Democratic,Georgia,95,1977-01-03,1979-01-02,TRUE
Sam Nunn,Georgia,Democratic,Georgia,94,1975-01-03,1977-01-02,TRUE
Sam Nunn,Georgia,Democratic,Georgia,93,1973-01-03,1975-01-02,TRUE
Saxby Chambliss,Georgia,Republican,North Carolina,113,2013-01-03,2015-01-02,FALSE
Saxby Chambliss,Georgia,Republican,North Carolina,112,2011-01-03,2013-01-02,FALSE
Saxby Chambliss,Georgia,Republican,North Carolina,111,2009-01-03,2011-01-02,FALSE
Saxby Chambliss,Georgia,Republican,North Carolina,110,2007-01-03,2009-01-02,FALSE
Saxby Chambliss,Georgia,Republican,North Carolina,109,2005-01-03,2007-01-02,FALSE
Saxby Chambliss,Georgia,Republican,North Carolina,108,2003-01-03,2005-01-02,FALSE
Scott Brown,Massachusetts,Republican,Maine,112,2011-01-03,2013-01-02,FALSE
Sheldon Whitehouse,Rhode Island,Democratic,New York,117,2021-01-03,NA,FALSE
Sheldon Whitehouse,Rhode Island,Democratic,New York,116,2019-01-03,2021-01-02,FALSE
Sheldon Whitehouse,Rhode Island,Democratic,New York,115,2017-01-03,2019-01-02,FALSE
Sheldon Whitehouse,Rhode Island,Democratic,New York,114,2015-01-03,2017-01-02,FALSE
Sheldon Whitehouse,Rhode Island,Democratic,New York,113,2013-01-03,2015-01-02,FALSE
Sheldon Whitehouse,Rhode Island,Democratic,New York,112,2011-01-03,2013-01-02,FALSE
Sheldon Whitehouse,Rhode Island,Democratic,New York,111,2009-01-03,2011-01-02,FALSE
Sheldon Whitehouse,Rhode Island,Democratic,New York,110,2007-01-03,2009-01-02,FALSE
Sherrod Brown,Ohio,Democratic,Ohio,117,2021-01-03,NA,TRUE
Sherrod Brown,Ohio,Democratic,Ohio,116,2019-01-03,2021-01-02,TRUE
Sherrod Brown,Ohio,Democratic,Ohio,115,2017-01-03,2019-01-02,TRUE
Sherrod Brown,Ohio,Democratic,Ohio,114,2015-01-03,2017-01-02,TRUE
Sherrod Brown,Ohio,Democratic,Ohio,113,2013-01-03,2015-01-02,TRUE
Sherrod Brown,Ohio,Democratic,Ohio,112,2011-01-03,2013-01-02,TRUE
Sherrod Brown,Ohio,Democratic,Ohio,111,2009-01-03,2011-01-02,TRUE
Sherrod Brown,Ohio,Democratic,Ohio,110,2007-01-03,2009-01-02,TRUE
Slade Gorton,Washington,Republican,Illinois,106,1999-01-03,2001-01-02,FALSE
Slade Gorton,Washington,Republican,Illinois,105,1997-01-03,1999-01-02,FALSE
Slade Gorton,Washington,Republican,Illinois,104,1995-01-03,1997-01-02,FALSE
Slade Gorton,Washington,Republican,Illinois,103,1993-01-03,1995-01-02,FALSE
Slade Gorton,Washington,Republican,Illinois,102,1991-01-03,1993-01-02,FALSE
Slade Gorton,Washington,Republican,Illinois,101,1989-01-03,1991-01-02,FALSE
Slade Gorton,Washington,Republican,Illinois,99,1985-01-03,1987-01-02,FALSE
Slade Gorton,Washington,Republican,Illinois,98,1983-01-03,1985-01-02,FALSE
Slade Gorton,Washington,Republican,Illinois,97,1981-01-03,1983-01-02,FALSE
Spark Matsunaga,Hawaii,Democratic,Hawaii,101,1989-01-03,1991-01-02,TRUE
Spark Matsunaga,Hawaii,Democratic,Hawaii,100,1987-01-03,1989-01-02,TRUE
Spark Matsunaga,Hawaii,Democratic,Hawaii,99,1985-01-03,1987-01-02,TRUE
Spark Matsunaga,Hawaii,Democratic,Hawaii,98,1983-01-03,1985-01-02,TRUE
Spark Matsunaga,Hawaii,Democratic,Hawaii,97,1981-01-03,1983-01-02,TRUE
Spark Matsunaga,Hawaii,Democratic,Hawaii,96,1979-01-03,1981-01-02,TRUE
Spark Matsunaga,Hawaii,Democratic,Hawaii,95,1977-01-03,1979-01-02,TRUE
Spencer Abraham,Michigan,Republican,Michigan,106,1999-01-03,2001-01-02,TRUE
Spencer Abraham,Michigan,Republican,Michigan,105,1997-01-03,1999-01-02,TRUE
Spencer Abraham,Michigan,Republican,Michigan,104,1995-01-03,1997-01-02,TRUE
Spessard Lindsey Holland,Florida,Democratic,Florida,91,1969-01-03,1971-01-02,TRUE
Spessard Lindsey Holland,Florida,Democratic,Florida,90,1967-01-03,1969-01-02,TRUE
Spessard Lindsey Holland,Florida,Democratic,Florida,89,1965-01-03,1967-01-02,TRUE
Spessard Lindsey Holland,Florida,Democratic,Florida,88,1963-01-03,1965-01-02,TRUE
Spessard Lindsey Holland,Florida,Democratic,Florida,87,1961-01-03,1963-01-02,TRUE
Spessard Lindsey Holland,Florida,Democratic,Florida,86,1959-01-03,1961-01-02,TRUE
Stephen M. Young,Ohio,Democratic,Ohio,91,1969-01-03,1971-01-02,TRUE
Stephen M. Young,Ohio,Democratic,Ohio,90,1967-01-03,1969-01-02,TRUE
Stephen M. Young,Ohio,Democratic,Ohio,89,1965-01-03,1967-01-02,TRUE
Stephen M. Young,Ohio,Democratic,Ohio,88,1963-01-03,1965-01-02,TRUE
Stephen M. Young,Ohio,Democratic,Ohio,87,1961-01-03,1963-01-02,TRUE
Stephen M. Young,Ohio,Democratic,Ohio,86,1959-01-03,1961-01-02,TRUE
Steve Symms,Idaho,Republican,Idaho,102,1991-01-03,1993-01-02,TRUE
Steve Symms,Idaho,Republican,Idaho,101,1989-01-03,1991-01-02,TRUE
Steve Symms,Idaho,Republican,Idaho,100,1987-01-03,1989-01-02,TRUE
Steve Symms,Idaho,Republican,Idaho,99,1985-01-03,1987-01-02,TRUE
Steve Symms,Idaho,Republican,Idaho,98,1983-01-03,1985-01-02,TRUE
Steve Symms,Idaho,Republican,Idaho,97,1981-01-03,1983-01-02,TRUE
Stuart Symington,Missouri,Democratic,Massachusetts,94,1975-01-03,1977-01-02,FALSE
Stuart Symington,Missouri,Democratic,Massachusetts,93,1973-01-03,1975-01-02,FALSE
Stuart Symington,Missouri,Democratic,Massachusetts,92,1971-01-03,1973-01-02,FALSE
Stuart Symington,Missouri,Democratic,Massachusetts,91,1969-01-03,1971-01-02,FALSE
Stuart Symington,Missouri,Democratic,Massachusetts,90,1967-01-03,1969-01-02,FALSE
Stuart Symington,Missouri,Democratic,Massachusetts,89,1965-01-03,1967-01-02,FALSE
Stuart Symington,Missouri,Democratic,Massachusetts,88,1963-01-03,1965-01-02,FALSE
Stuart Symington,Missouri,Democratic,Massachusetts,87,1961-01-03,1963-01-02,FALSE
Stuart Symington,Missouri,Democratic,Massachusetts,86,1959-01-03,1961-01-02,FALSE
Styles Bridges,New Hampshire,Republican,Maine,87,1961-01-03,1963-01-02,FALSE
Styles Bridges,New Hampshire,Republican,Maine,86,1959-01-03,1961-01-02,FALSE
Susan Collins,Maine,Republican,Maine,117,2021-01-03,NA,TRUE
Susan Collins,Maine,Republican,Maine,116,2019-01-03,2021-01-02,TRUE
Susan Collins,Maine,Republican,Maine,115,2017-01-03,2019-01-02,TRUE
Susan Collins,Maine,Republican,Maine,114,2015-01-03,2017-01-02,TRUE
Susan Collins,Maine,Republican,Maine,113,2013-01-03,2015-01-02,TRUE
Susan Collins,Maine,Republican,Maine,112,2011-01-03,2013-01-02,TRUE
Susan Collins,Maine,Republican,Maine,111,2009-01-03,2011-01-02,TRUE
Susan Collins,Maine,Republican,Maine,110,2007-01-03,2009-01-02,TRUE
Susan Collins,Maine,Republican,Maine,109,2005-01-03,2007-01-02,TRUE
Susan Collins,Maine,Republican,Maine,108,2003-01-03,2005-01-02,TRUE
Susan Collins,Maine,Republican,Maine,107,2001-01-03,2003-01-02,TRUE
Susan Collins,Maine,Republican,Maine,106,1999-01-03,2001-01-02,TRUE
Susan Collins,Maine,Republican,Maine,105,1997-01-03,1999-01-02,TRUE
Tammy Baldwin,Wisconsin,Democratic,Wisconsin,117,2021-01-03,NA,TRUE
Tammy Baldwin,Wisconsin,Democratic,Wisconsin,116,2019-01-03,2021-01-02,TRUE
Tammy Baldwin,Wisconsin,Democratic,Wisconsin,115,2017-01-03,2019-01-02,TRUE
Tammy Baldwin,Wisconsin,Democratic,Wisconsin,114,2015-01-03,2017-01-02,TRUE
Tammy Baldwin,Wisconsin,Democratic,Wisconsin,113,2013-01-03,2015-01-02,TRUE
Tammy Duckworth,Illinois,Democratic,Thailand,117,2021-01-03,NA,FALSE
Tammy Duckworth,Illinois,Democratic,Thailand,116,2019-01-03,2021-01-02,FALSE
Tammy Duckworth,Illinois,Democratic,Thailand,115,2017-01-03,2019-01-02,FALSE
Ted Cruz,Texas,Republican,Canada,117,2021-01-03,NA,FALSE
Ted Cruz,Texas,Republican,Canada,116,2019-01-03,2021-01-02,FALSE
Ted Cruz,Texas,Republican,Canada,115,2017-01-03,2019-01-02,FALSE
Ted Cruz,Texas,Republican,Canada,114,2015-01-03,2017-01-02,FALSE
Ted Cruz,Texas,Republican,Canada,113,2013-01-03,2015-01-02,FALSE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,111,2009-01-03,2011-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,110,2007-01-03,2009-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,109,2005-01-03,2007-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,108,2003-01-03,2005-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,107,2001-01-03,2003-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,106,1999-01-03,2001-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,105,1997-01-03,1999-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,104,1995-01-03,1997-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,103,1993-01-03,1995-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,102,1991-01-03,1993-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,101,1989-01-03,1991-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,100,1987-01-03,1989-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,99,1985-01-03,1987-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,98,1983-01-03,1985-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,97,1981-01-03,1983-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,96,1979-01-03,1981-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,95,1977-01-03,1979-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,94,1975-01-03,1977-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,93,1973-01-03,1975-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,92,1971-01-03,1973-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,91,1969-01-03,1971-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,90,1967-01-03,1969-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,89,1965-01-03,1967-01-02,TRUE
Ted Kennedy,Massachusetts,Democratic,Massachusetts,88,1963-01-03,1965-01-02,TRUE
Ted Stevens,Alaska,Republican,Indiana,110,2007-01-03,2009-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,109,2005-01-03,2007-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,108,2003-01-03,2005-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,107,2001-01-03,2003-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,106,1999-01-03,2001-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,105,1997-01-03,1999-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,104,1995-01-03,1997-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,103,1993-01-03,1995-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,102,1991-01-03,1993-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,101,1989-01-03,1991-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,100,1987-01-03,1989-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,99,1985-01-03,1987-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,98,1983-01-03,1985-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,97,1981-01-03,1983-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,96,1979-01-03,1981-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,95,1977-01-03,1979-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,94,1975-01-03,1977-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,93,1973-01-03,1975-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,92,1971-01-03,1973-01-02,FALSE
Ted Stevens,Alaska,Republican,Indiana,91,1969-01-03,1971-01-02,FALSE
Terry Sanford,North Carolina,Democratic,North Carolina,102,1991-01-03,1993-01-02,TRUE
Terry Sanford,North Carolina,Democratic,North Carolina,101,1989-01-03,1991-01-02,TRUE
Terry Sanford,North Carolina,Democratic,North Carolina,100,1987-01-03,1989-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,115,2017-01-03,2019-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,114,2015-01-03,2017-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,113,2013-01-03,2015-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,112,2011-01-03,2013-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,111,2009-01-03,2011-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,110,2007-01-03,2009-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,109,2005-01-03,2007-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,108,2003-01-03,2005-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,107,2001-01-03,2003-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,106,1999-01-03,2001-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,105,1997-01-03,1999-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,104,1995-01-03,1997-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,103,1993-01-03,1995-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,102,1991-01-03,1993-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,101,1989-01-03,1991-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,100,1987-01-03,1989-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,99,1985-01-03,1987-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,98,1983-01-03,1985-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,97,1981-01-03,1983-01-02,TRUE
Thad Cochran,Mississippi,Republican,Mississippi,96,1979-01-03,1981-01-02,TRUE
John Danforth,Missouri,Republican,Missouri,103,1993-01-03,1995-01-02,TRUE
John Danforth,Missouri,Republican,Missouri,102,1991-01-03,1993-01-02,TRUE
John Danforth,Missouri,Republican,Missouri,101,1989-01-03,1991-01-02,TRUE
John Danforth,Missouri,Republican,Missouri,100,1987-01-03,1989-01-02,TRUE
John Danforth,Missouri,Republican,Missouri,99,1985-01-03,1987-01-02,TRUE
John Danforth,Missouri,Republican,Missouri,98,1983-01-03,1985-01-02,TRUE
John Danforth,Missouri,Republican,Missouri,97,1981-01-03,1983-01-02,TRUE
John Danforth,Missouri,Republican,Missouri,96,1979-01-03,1981-01-02,TRUE
John Danforth,Missouri,Republican,Missouri,95,1977-01-03,1979-01-02,TRUE
Theodore F. Green,Rhode Island,Democratic,Rhode Island,86,1959-01-03,1961-01-02,TRUE
Thom Tillis,North Carolina,Republican,Florida,117,2021-01-03,NA,FALSE
Thom Tillis,North Carolina,Republican,Florida,116,2019-01-03,2021-01-02,FALSE
Thom Tillis,North Carolina,Republican,Florida,115,2017-01-03,2019-01-02,FALSE
Thom Tillis,North Carolina,Republican,Florida,114,2015-01-03,2017-01-02,FALSE
Thomas Eagleton,Missouri,Democratic,Missouri,99,1985-01-03,1987-01-02,TRUE
Thomas Eagleton,Missouri,Democratic,Missouri,98,1983-01-03,1985-01-02,TRUE
Thomas Eagleton,Missouri,Democratic,Missouri,97,1981-01-03,1983-01-02,TRUE
Thomas Eagleton,Missouri,Democratic,Missouri,96,1979-01-03,1981-01-02,TRUE
Thomas Eagleton,Missouri,Democratic,Missouri,95,1977-01-03,1979-01-02,TRUE
Thomas Eagleton,Missouri,Democratic,Missouri,94,1975-01-03,1977-01-02,TRUE
Thomas Eagleton,Missouri,Democratic,Missouri,93,1973-01-03,1975-01-02,TRUE
Thomas Eagleton,Missouri,Democratic,Missouri,92,1971-01-03,1973-01-02,TRUE
Thomas Eagleton,Missouri,Democratic,Missouri,91,1969-01-03,1971-01-02,TRUE
Thomas J. Dodd,Connecticut,Democratic,Connecticut,91,1969-01-03,1971-01-02,TRUE
Thomas J. Dodd,Connecticut,Democratic,Connecticut,90,1967-01-03,1969-01-02,TRUE
Thomas J. Dodd,Connecticut,Democratic,Connecticut,89,1965-01-03,1967-01-02,TRUE
Thomas J. Dodd,Connecticut,Democratic,Connecticut,88,1963-01-03,1965-01-02,TRUE
Thomas J. Dodd,Connecticut,Democratic,Connecticut,87,1961-01-03,1963-01-02,TRUE
Thomas J. Dodd,Connecticut,Democratic,Connecticut,86,1959-01-03,1961-01-02,TRUE
Thomas J. McIntyre,New Hampshire,Democratic,New Hampshire,95,1977-01-03,1979-01-02,TRUE
Thomas J. McIntyre,New Hampshire,Democratic,New Hampshire,94,1975-01-03,1977-01-02,TRUE
Thomas J. McIntyre,New Hampshire,Democratic,New Hampshire,93,1973-01-03,1975-01-02,TRUE
Thomas J. McIntyre,New Hampshire,Democratic,New Hampshire,92,1971-01-03,1973-01-02,TRUE
Thomas J. McIntyre,New Hampshire,Democratic,New Hampshire,91,1969-01-03,1971-01-02,TRUE
Thomas J. McIntyre,New Hampshire,Democratic,New Hampshire,90,1967-01-03,1969-01-02,TRUE
Thomas J. McIntyre,New Hampshire,Democratic,New Hampshire,89,1965-01-03,1967-01-02,TRUE
Thomas J. McIntyre,New Hampshire,Democratic,New Hampshire,88,1963-01-03,1965-01-02,TRUE
Thomas Kuchel,California,Republican,California,90,1967-01-03,1969-01-02,TRUE
Thomas Kuchel,California,Republican,California,89,1965-01-03,1967-01-02,TRUE
Thomas Kuchel,California,Republican,California,88,1963-01-03,1965-01-02,TRUE
Thomas Kuchel,California,Republican,California,87,1961-01-03,1963-01-02,TRUE
Thomas Kuchel,California,Republican,California,86,1959-01-03,1961-01-02,TRUE
Thruston Ballard Morton,Kentucky,Republican,Kentucky,90,1967-01-03,1969-01-02,TRUE
Thruston Ballard Morton,Kentucky,Republican,Kentucky,89,1965-01-03,1967-01-02,TRUE
Thruston Ballard Morton,Kentucky,Republican,Kentucky,88,1963-01-03,1965-01-02,TRUE
Thruston Ballard Morton,Kentucky,Republican,Kentucky,87,1961-01-03,1963-01-02,TRUE
Thruston Ballard Morton,Kentucky,Republican,Kentucky,86,1959-01-03,1961-01-02,TRUE
